Gene	GeneName	BLCA	BLCA.log2FoldChange	BLCA.padj	BRCA	BRCA.log2FoldChange	BRCA.padj	CESC	CESC.log2FoldChange	CESC.padj	CHOL	CHOL.log2FoldChange	CHOL.padj	COAD	COAD.log2FoldChange	COAD.padj	ESCA	ESCA.log2FoldChange	ESCA.padj	GBM	GBM.log2FoldChange	GBM.padj	HNSC	HNSC.log2FoldChange	HNSC.padj	KICH	KICH.log2FoldChange	KICH.padj	KIRC	KIRC.log2FoldChange	KIRC.padj	KIRP	KIRP.log2FoldChange	KIRP.padj	LIHC	LIHC.log2FoldChange	LIHC.padj	LUAD	LUAD.log2FoldChange	LUAD.padj	LUSC	LUSC.log2FoldChange	LUSC.padj	PAAD	PAAD.log2FoldChange	PAAD.padj	PCPG	PCPG.log2FoldChange	PCPG.padj	PRAD	PRAD.log2FoldChange	PRAD.padj	READ	READ.log2FoldChange	READ.padj	SARC	SARC.log2FoldChange	SARC.padj	SKCM	SKCM.log2FoldChange	SKCM.padj	STAD	STAD.log2FoldChange	STAD.padj	THCA	THCA.log2FoldChange	THCA.padj	THYM	THYM.log2FoldChange	THYM.padj	UCEC	UCEC.log2FoldChange	UCEC.padj
ENSG00000185186	LINC00313	1.82447822826157	0.398030845255866	0.366860676876954	0.797099777217259	0.0338148624527062	0.881172752200589	3.0993113751634	0.370884417034033	0.830364525229678	2.26170253888889	-2.83426577331392	1.88176709544388e-07	0.270788084158416	0.398723599298273	0.117303888963427	1.0621084417186	-0.152069135945262	0.817251913184037	0.970605316273828	1.51826737112594	0.0956644318752606	1.09990027907765	1.65774265970328	9.96991036990485e-11	0.496238822893939	-0.439923559052608	0.260420963002213	1.41492774092856	2.87004868896637	1.71833266255412e-33	0.341097132776357	0.32619384300929	0.359228806532041	8.19886101084827	0.559226661207239	0.0969056684717323	1.89320316801759	0.950531047727794	2.90140785366916e-05	1.05340839092735	0.0169545111032466	0.958856400045491	1.80918249759777	0.901504893202954	0.523299020979185	1.89199545554403	-2.86036578718848	0.00901189650678945	0.503585829238775	-2.89590233214973	4.50584322342506e-30	0.267202915622754	-0.113789410048877	0.862892816000365	0.97758447985276	1.16932289140143	0.668931504189928	0.334669480498499	1.98034691649739	0.999958931004306	0.51508684572899	-0.136776800900786	0.660666167941477	0.843395178359599	1.57462173013025	2.66164893675455e-13	0.463255394469108	-0.651197578161625	0.827366278174032	0.303475779126703	-1.39780508325421	4.50570398258933e-07
ENSG00000203499	FAM83H-AS1	31.1093362198068	1.20738446890954	5.0883217798599e-05	36.3920849865762	2.17068871435911	3.7834983551193e-125	30.3112060823529	5.28798072575701	1.85876663407417e-20	15.3796148388889	4.26078105244935	2.86233729455708e-21	21.5294745346535	2.73071936448305	2.50212826152949e-99	49.8880161708108	1.07658975831987	0.00465182059642906	0.486189780588235	-1.56477713922605	0.00414712316119926	34.121755443295	0.438206147271831	0.00123738588808263	1.76260389393939	-0.306824134993213	0.240067116297663	1.9558334452381	-0.545275495513516	4.6752885397213e-06	5.51798158762887	0.904771524998514	4.15575774042049e-06	1.12337254385027	1.17830739915221	1.30361464698214e-08	23.8368150562731	2.17794848649551	1.92925693413186e-70	42.9019345813492	2.92640438958119	1.09231521663483e-126	11.6469772960894	2.07471080976038	0.0108026145944882	0.238257886956522	-0.388595383898235	0.510357325164319	27.6933739636364	1.30793260179709	1.72366720978048e-28	22.5866816467066	2.91746831950472	2.61785773334117e-27	0.39340166539924	-1.53291070796846	0.248082685222629	2.62469867648305	1.81764272099356	0.999958931004306	29.0521916112981	1.20873624907147	2.7811038285487e-09	5.06601183138402	0.293178725144499	1.94983619731334e-05	3.75979048416667	1.89499906205342	0.456793791551898	14.9143017944444	2.14916637436825	8.2799344266593e-39
ENSG00000245532	NEAT1	414.406225704963	0.0377491483212311	0.925149503970167	338.644632779125	0.444524973728008	0.00230212605544541	452.570578666128	0.764355187450638	0.339093987297496	347.440576111111	-0.612714662248393	0.0565021540711072	205.656118762454	0.945661409085182	0.000121698226394589	250.888639823486	-0.416460932101433	0.186814538900948	129.484550230794	0.230714482487534	0.749455144113301	186.642393259368	0.347387491718894	0.0850259043726688	476.748635287879	1.64799068509652	1.23944039947366e-19	386.030064662454	1.51689480579959	7.90986664750823e-20	456.377441054639	0.717230208947466	0.00126673400172142	177.513631262309	0.528665527583461	0.00115708507322097	398.28736154054	0.974472952881282	8.92949568200469e-06	267.65585185433	-0.12593096747569	0.527457741325979	406.284268896201	0.0322342824055803	0.985442960424944	181.295950553804	-1.0924853809197	0.277077536280211	686.832847987589	1.27451355184734	1.92165634153364e-13	155.600373121104	0.482592145558055	0.169929943577969	320.61170602051	0.724507946247425	0.699540885132213	285.4274131535	0.781216919823836	0.999958931004306	172.335150435453	0.441714086842363	0.0144037493525317	856.415865622807	0.248864470692147	0.0799573144540522	266.2156025325	-0.393688816102579	0.869843649781556	177.867065967439	-0.171325147410205	0.488587323937471
ENSG00000251003	ZFPM2-AS1	7.98071664058316	1.68473179963567	0.000257495761792376	1.3522785141809	0.0168662391055207	0.973480566640456	2.53333736097725	0.238851834050465	0.900411616270908	2.08905785492739	1.28187980689047	0.0619572756037593	1.0019643607743	1.54715795928217	5.96281811115699e-09	5.9804645248302	1.64827566472064	0.00407641032856533	3.09951378704399	1.50557189725135	0.0707808020059034	7.2945365883131	3.4122942898347	3.89045612206683e-38	1.40139484242424	-0.759025584076393	0.00790531419347745	8.27742234039509	2.01439822465536	1.11695471013798e-35	14.2594368723368	3.22863393917307	2.02110514049548e-25	5.65351386246991	3.85318664222777	6.23158072004478e-30	8.33457361748577	4.30885926766249	1.31060857292455e-81	11.0510981986352	4.47568948875571	8.48514345034389e-67	5.28498918938622	1.90928777859009	0.157461078941701	1.04969267602198	0.251038134453104	0.816378702827525	0.404374207459788	0.388197557552846	0.0880196948611276	0.941696413055329	1.14463167615065	0.0140515133528025	11.8401325146936	3.23222887670854	0.15259254882658	11.3356061375506	6.2245693114963	0.922713307191023	2.75657285441758	1.94476987133361	1.78540889183148e-09	0.568950539866947	-0.276732322752586	0.0398312793349064	0.493471725516378	-1.42634119896693	0.030233653265816	5.76378672936064	0.745127598442115	0.0529466804320851
ENSG00000255717	SNHG1	72.8849323710515	1.18390129173618	1.1056456511713e-11	59.4319330788126	0.485668977147898	2.04362030410937e-08	95.5690668981319	0.788160190123717	0.085706021989588	69.711532929389	1.94583106562881	5.28911993871506e-15	68.7939618384444	1.77768312963343	1.94287245526458e-55	71.9354994716341	1.14541141206598	1.04072198342837e-09	78.2783589784961	1.51423802445129	5.57163137014628e-05	58.8205782539323	0.881637732902277	5.88021944115741e-10	32.2498168657705	1.17328983243623	5.54182065693749e-14	40.3115585067067	1.58110368698073	2.45484867676427e-57	28.205437156448	0.942425500331408	3.87379832147845e-10	26.3852579843061	1.58034951406504	1.28359169810052e-34	49.2029442037654	1.59045214598815	2.12433043475024e-43	89.7955278831798	2.06069307851176	3.14833101111438e-75	44.6651039745615	-0.193314303075195	0.84751665164535	52.029150884462	1.18106234523164	0.0182390267852416	48.1876067991463	0.693047823203506	7.5776318210204e-11	69.6384340225493	1.4993538133801	1.25114462473007e-10	51.7679428913816	1.35421662841594	0.127103528157587	55.8292339318665	-0.237519457783544	0.999958931004306	46.0422797275289	0.908404282598039	1.69480589108463e-10	33.9959643677174	0.390581447226242	7.96679813177505e-06	125.524049560006	0.460574696187465	0.64058512074861	67.325465414574	0.224022061278692	0.116301373874248
ENSG00000203801	LINC00222	0.214421580072915	0.654320855515767	0.0544338226594275	0.213418546746506	-0.0978614288883762	0.598281221379734	0.193028909657353	-0.869831830288048	0.302064658794602	0.344624422222222	-0.464521869157322	0.428923213898647	0.208011128687296	0.433297709417298	0.145141280891989	0.429168004297694	-0.42442286410546	0.195587392785065	0.264874624076471	-0.557796338349725	0.262222646291687	0.165707783470535	0.683874905734462	0.00097484818729925	0.128073996818182	0.395194034525262	0.0499660395570733	0.285982927045265	1.66639250972856	3.66633805412965e-24	0.164727517351134	0.319012794022314	0.205422004601962	0.289590034834219	0.914827419885234	0.000574432415473494	0.203664306623616	0.228209312636677	0.3227866248419	0.253324053036039	0.0281355371798644	0.895697870499991	0.259655975861009	0.116147184518219	0.942700821643994	0.210561820723109	1.44697793648608	0.127930455179777	0.215054876108157	0.658738441917012	0.00188545774432118	0.185675158562874	0.0863733770562546	0.86354831255122	0.196869941563878	1.84616136351052	0.389908868529458	0.130890357721098	4.51948921168752	0.999958931004306	0.315364646553428	0.269001961313394	0.24519949006809	0.145297740996503	-0.323214998814482	0.00895311750618148	0.172868565166667	-0.332826965400294	0.894295443092915	0.247298254044966	0.202617593611655	0.451439354165351
ENSG00000227372	TP73-AS1	3.79747160850461	-1.41699010014716	5.97358229381843e-06	10.2115863675926	-0.435795155722629	6.46773530762024e-14	9.05816722450576	-0.995312637908462	0.101563645103218	7.37379284031028	0.379532705070566	0.00463989601959305	1.4007558244186	-1.51743061458917	3.50329705162969e-19	4.29248623595606	-1.28156756124604	0.000302519757886437	17.8019508027161	0.259633728503141	0.512322231449152	5.03231586015313	-0.416730947286863	0.0149816312473681	7.58890204874287	0.370259315972967	0.00239086251678173	8.87709051513475	0.224712083537766	6.58852232526388e-05	10.5509010831732	0.312892157587722	0.00200980454620926	4.22387292424997	0.301406916032132	0.00112534442551814	9.33454286676298	-0.163305555873728	0.0647883110909001	6.73521585106777	-0.657805172592615	7.15645289335383e-08	7.26078288297425	-0.480812123145684	0.507507580343304	9.68641859691657	-0.0151680796612561	0.98058610256135	11.3201503470359	0.0452117058146683	0.444930796024613	1.39473321428193	-1.77881398080373	1.4482649443163e-08	11.519131579975	-0.234893033068458	0.87824335221466	8.34918399980015	0.668637148117958	0.999958931004306	3.26228238169392	-0.932009466796981	5.2488886055749e-06	13.451021030442	-0.317317577425498	6.0340682706957e-12	30.4266354775942	0.661100936549169	0.721894125258002	11.1236036985868	-0.512646186985448	1.848036118676e-08
ENSG00000249859	PVT1	44.5508991499419	1.23046571063057	1.22067149732827e-05	62.8573214532116	1.43106592846398	8.79584221707816e-43	56.3105631997975	1.50073859714573	0.0224358336425443	45.398116234832	2.78069838304341	1.34780035753065e-11	37.4798444763023	2.51728174212224	2.72053726167296e-86	47.4482864756696	2.1007111540506	1.28267115067794e-12	17.0804613539577	1.67078229156092	1.53065110531259e-06	36.9325820792057	0.639637155143787	9.94295044094852e-06	5.33121466305506	1.43051485670597	2.05467220598287e-08	44.57313207291	3.9554498371805	1.31791056762399e-276	16.8053408261351	2.11125956755549	4.07901547153991e-25	14.1981293540531	2.08858776494957	1.25957901498982e-26	53.1782583189697	2.45384040937321	1.43619217283995e-67	51.6143283900563	2.302147115344	9.45892584991372e-73	25.5245869199072	0.373356859565794	0.806046926836154	41.6277120357122	-0.538108441737243	0.356592663431309	35.6206214692734	1.15447843931665	3.386605384481e-22	37.7387376305141	2.70220573595841	6.18270633616244e-24	26.8674274365968	1.41488810951973	0.252792742997334	40.4685583547649	-0.107634516110814	0.999958931004306	35.1324570148592	1.5499323253426	2.62575219500991e-20	8.08016514871712	-0.307279803695147	0.00951244457967677	34.9920849424665	1.27553232793489	0.526478780246346	33.4104764262406	0.86277928609017	8.14453333758062e-05
ENSG00000230316	FEZF1-AS1	1.69878793398551	2.55176370013785	0.000150135445524981	0.222024601767426	2.58374190149141	6.83773249169763e-18	3.23730199098039	6.64441317201206	4.37593887879784e-06	0.965712941666667	4.06404405200298	2.3673633473774e-05	2.94612743435644	9.42839433027603	1.40504584522079e-85	3.42551120048649	1.67363852586749	0.0229665934643046	2.46518804580006	0.415042233656597	0.773464893237495	1.15580471113239	3.19490128865487	1.90646689191818e-13	0.246482088030303	2.49388386662851	3.69870594946005e-05	0.0695820342087912	1.50245969717835	8.80603805389995e-05	0.0834886021649485	0.877543838680784	0.302956206418998	0.781994462818182	5.71917447759709	3.31419860882398e-31	5.54774976896679	6.16660128265052	5.47002341540458e-93	5.47146638204365	5.96127058305339	3.92242971254573e-87	3.19766173217877	2.96417274304805	0.15446315299067	0.0438976467934783	0.129036256084038	0.965394778938184	0.385775311128851	3.70588227599594	1.38822378533458e-30	2.7094545697006	7.31263209075956	2.35676718141719e-16	3.9859723425057	7.02894593422058	0.0553001473922702	0.76623365404661	3.72373968133421	0.999958931004306	3.43589423442308	4.7293805082223	2.58181820625716e-35	0.0145399554516569	0.824500957222814	0.104904493219454	0.140962840916667	4.07110647534392	0.323592697330927	0.571980051937233	4.34534079411374	2.65347977881623e-13
ENSG00000226950	DANCR	86.2158348891304	0.5787738026379	0.0365859453174258	69.6082688099562	0.536392204501587	1.27419019653354e-09	63.0172404555556	0.122757086609425	0.89122827722414	49.7468599527778	0.427743900725509	0.138380941824121	82.0947610330693	0.644157115077573	6.41378141283734e-07	70.0024778486487	0.185001476994614	0.633251627152173	89.4445568429412	1.35437168169709	0.00206918450144816	49.1857218097701	-0.618633673360221	0.000258888810700758	45.7395165318182	-0.586932523036343	0.00479325813945631	22.3651808108048	-1.71646068490943	9.62908644252765e-62	42.1373763893368	-0.823617268437715	9.2590811315102e-09	39.0386944022433	0.725085876342379	7.39856597697887e-05	43.4605535070111	0.879631725490846	8.51071038312111e-14	90.550020796627	1.88303805066098	2.67254899811405e-33	43.6713221304737	0.432319756710103	0.631506041012511	38.7055116853261	-1.66621255775322	0.000926314362845124	136.080583483004	0.779032764391466	2.32408673986543e-11	83.5104112713773	0.514874054439861	0.107571802159938	54.5986763396243	-0.263247018684652	0.884978867054339	65.7354314862288	0.555891546491872	0.999958931004306	66.6303625328188	-0.160179522794539	0.372656539631041	51.6104468148148	-0.46838336075906	2.22949917181251e-07	59.2293634072875	0.824954294089639	0.398378202953906	124.918932938172	0.826889292390037	1.03519373580576e-08
